Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry,Exchange
WDC,Western Digital Corp,Common Stock,548.39,$168.00B,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",NASDAQ
SHOP,Shopify Inc,Common Stock,123.03,$161.53B,Information Technology,IT Services,Internet Services & Infrastructure,NASDAQ
APP,AppLovin Corporation,Common Stock,428.69,$142.64B,Information Technology,Software,Application Software,NASDAQ
CRM,SALESFORCE INC,Common Stock,170.06,$142.33B,Information Technology,Software,Application Software,NYSE
GLW,Corning Inc,Common Stock,162.41,$131.76B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components,NYSE
FTNT,Fortinet Inc,Common Stock,158.1,$117.49B,Information Technology,Software,Systems Software,NASDAQ
NOW,ServiceNow Inc,Common Stock,102.06,$107.98B,Information Technology,Software,Systems Software,NYSE
NET,Cloudflare Inc,Common Stock,272.31,$96.69B,Information Technology,IT Services,Internet Services & Infrastructure,NYSE
SNOW,Snowflake Inc,Common Stock,271.73,$95.09B,Information Technology,IT Services,Internet Services & Infrastructure,NYSE
DDOG,Datadog Inc,Common Stock,254.79,$93.69B,Information Technology,Software,Application Software,NASDAQ
ADBE,Adobe Inc,Common Stock,227.16,$93.31B,Information Technology,Software,Application Software,NASDAQ
CDNS,Cadence Design Systems Inc,Common Stock,344.64,$91.00B,Information Technology,Software,Application Software,NASDAQ
ACN,Accenture PLC,Common Stock,140.86,$88.57B,Information Technology,IT Services,IT Consulting & Other Services,NYSE
ASX,ASE Technology Holding Co Ltd,Depository Receipt,40.01,$80.97B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,NYSE
INTU,Intuit Inc.,Common Stock,289.92,$80.37B,Information Technology,Software,Application Software,NASDAQ
SNPS,Synopsys Inc,Common Stock,389.07,$72.47B,Information Technology,Software,Application Software,NASDAQ
MSI,Motorola Solutions Inc,Common Stock,406.28,$68.13B,Information Technology,Communications Equipment,Communications Equipment,NYSE
NXPI,NXP Semiconductors NV,Common Stock,273.15,$67.46B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,NASDAQ
MPWR,Monolithic Power Systems Inc,Common Stock,1383.26,$65.28B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,NASDAQ
LITE,Lumentum Holdings Inc,Common Stock,837.56,$59.56B,Information Technology,Communications Equipment,Communications Equipment,NASDAQ
TEL,TE Connectivity plc,Common Stock,209.01,$59.30B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,NYSE
HPE,Hewlett Packard Enterprise Co,Common Stock,46.72,$59.01B,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",NYSE
NOK,Nokia OYJ,Depository Receipt,10.63,$56.37B,Information Technology,Communications Equipment,Communications Equipment,NYSE
