Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry,Exchange
EW,Edwards Lifesciences Corp,Common Stock,84.55,$48.94B,Health Care,Health Care Equipment & Supplies,Health Care Equipment,NYSE
EXEL,Exelixis Inc,Common Stock,56.12,$13.96B,Health Care,Biotechnology,Biotechnology,NASDAQ
FMS,Fresenius Medical Care AG,Depository Receipt,24.68,$13.00B,Health Care,Health Care Providers & Services,Health Care Services,NYSE
GILD,Gilead Sciences Inc,Common Stock,130.28,$165.39B,Health Care,Biotechnology,Biotechnology,NASDAQ
GSK,GSK plc,Depository Receipt,50.78,$101.22B,Health Care,Pharmaceuticals,Pharmaceuticals,NYSE
EHC,Encompass Health Corp,Common Stock,112.1,$11.16B,Health Care,Health Care Providers & Services,Health Care Facilities,NYSE
HSIC,Henry Schein Inc,Common Stock,85.86,$9.82B,Health Care,Health Care Providers & Services,Health Care Distributors,NASDAQ
HALO,Halozyme Therapeutics Inc,Common Stock,78.6,$9.14B,Health Care,Biotechnology,Biotechnology,NASDAQ
HUM,Humana Inc.,Common Stock,404.34,$47.81B,Health Care,Health Care Providers & Services,Managed Health Care,NYSE
ICLR,ICON Public Limited Company,Common Stock,166.62,$12.73B,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services,NASDAQ
IDXX,IDEXX Laboratories Inc,Common Stock,552.46,$44.48B,Health Care,Health Care Equipment & Supplies,Health Care Equipment,NASDAQ
ILMN,Illumina Inc,Common Stock,192.53,$27.94B,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services,NASDAQ
INCY,Incyte Corp,Common Stock,117.39,$23.10B,Health Care,Biotechnology,Biotechnology,NASDAQ
INSM,Insmed Inc,Common Stock,108.62,$23.20B,Health Care,Biotechnology,Biotechnology,NASDAQ
IONS,Ionis Pharmaceuticals Inc,Common Stock,53.39,$8.75B,Health Care,Biotechnology,Biotechnology,NASDAQ
ISRG,Intuitive Surgical Inc,Common Stock,350.06,$125.08B,Health Care,Health Care Equipment & Supplies,Health Care Equipment,NASDAQ
JNJ,Johnson & Johnson,Common Stock,250.61,$598.96B,Health Care,Pharmaceuticals,Pharmaceuticals,NYSE
LGND,Ligand Pharmaceuticals Inc,Common Stock,305.47,$5.89B,Health Care,Pharmaceuticals,Pharmaceuticals,NASDAQ
LH,Labcorp Holdings Inc,Common Stock,279.4,$23.08B,Health Care,Health Care Providers & Services,Health Care Services,NYSE
LLY,Eli Lilly and Co,Common Stock,1175.41,$1.08T,Health Care,Pharmaceuticals,Pharmaceuticals,NYSE
MCK,McKesson Corp,Common Stock,828.84,$97.35B,Health Care,Health Care Providers & Services,Health Care Distributors,NYSE
MDT,Medtronic PLC,Common Stock,82.35,$106.61B,Health Care,Health Care Equipment & Supplies,Health Care Equipment,NYSE
TGTX,TG Therapeutics Inc,Common Stock,53.95,$8.26B,Health Care,Biotechnology,Biotechnology,NASDAQ
MOH,Molina Healthcare Inc.,Common Stock,226.54,$11.97B,Health Care,Health Care Providers & Services,Managed Health Care,NYSE
MRK,Merck and Co Inc,Common Stock,126.26,$307.25B,Health Care,Pharmaceuticals,Pharmaceuticals,NYSE
MTD,Mettler-Toledo International Inc,Common Stock,1298.17,$25.74B,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services,NYSE
VTRS,Viatris Inc,Common Stock,17.59,$19.79B,Health Care,Pharmaceuticals,Pharmaceuticals,NASDAQ
NBIX,Neurocrine Biosciences Inc,Common Stock,179.05,$17.40B,Health Care,Biotechnology,Biotechnology,NASDAQ
ORKA,Oruka Therapeutics Inc,Common Stock,94.32,$5.53B,Health Care,Biotechnology,Biotechnology,NASDAQ
NVO,Novo Nordisk A/S,Depository Receipt,49.38,$166.86B,Health Care,Pharmaceuticals,Pharmaceuticals,NYSE
NVS,Novartis AG,Depository Receipt,153.87,$285.37B,Health Care,Pharmaceuticals,Pharmaceuticals,NYSE
PFE,Pfizer Inc,Common Stock,24.94,$141.06B,Health Care,Pharmaceuticals,Pharmaceuticals,NYSE
PHG,Koninklijke Philips NV,Depository Receipt,26.58,$25.45B,Health Care,Health Care Equipment & Supplies,Health Care Equipment,NYSE
RVTY,Revvity Inc,Common Stock,110.52,$11.87B,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services,NYSE
QGEN,Qiagen NV,Common Stock,40.53,$8.35B,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services,NYSE
RDY,Dr Reddy'S Laboratories Ltd,Depository Receipt,12.56,$10.43B,Health Care,Pharmaceuticals,Pharmaceuticals,NYSE
REGN,Regeneron Pharmaceuticals Inc,Common Stock,675.19,$70.47B,Health Care,Biotechnology,Biotechnology,NASDAQ
RGEN,Repligen Corp,Common Stock,136.99,$8.21B,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services,NASDAQ
RMD,Resmed Inc,Common Stock,195.8,$28.81B,Health Care,Health Care Equipment & Supplies,Health Care Equipment,NYSE
SNN,Smith & Nephew PLC,Depository Receipt,30.21,$12.80B,Health Care,Health Care Equipment & Supplies,Health Care Equipment,NYSE
SNY,Sanofi,Depository Receipt,43.75,$105.57B,Health Care,Pharmaceuticals,Pharmaceuticals,NASDAQ
SYK,Stryker Corp,Common Stock,314.58,$122.35B,Health Care,Health Care Equipment & Supplies,Health Care Equipment,NYSE
TECH,Bio-Techne Corp,Common Stock,71.63,$11.16B,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services,NASDAQ
TEVA,Teva Pharmaceutical Industries Ltd,Depository Receipt,31.35,$36.10B,Health Care,Pharmaceuticals,Pharmaceuticals,NYSE
