Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry,Exchange
LTH,Life Time Group Holdings Inc,Common Stock,42.28,$9.46B,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities,NYSE
RIVN,Rivian Automotive Inc,Common Stock,17.76,$24.95B,Consumer Discretionary,Automobiles,Automobile Manufacturers,NASDAQ
MBLY,Mobileye Global Inc,Common Stock,8.99,$7.54B,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment,NASDAQ
CAVA,CAVA Group Inc,Common Stock,63.69,$7.40B,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants,NYSE
SN,SharkNinja Inc,Common Stock,147.82,$21.63B,Consumer Discretionary,Household Durables,Household Appliances,NYSE
LLYVK,Liberty Live Holdings Inc,Common Stock,99.76,$6.49B,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services,NASDAQ
BIRK,Birkenstock Holding plc,Common Stock,42.22,$7.87B,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Footwear,NYSE
AS,Amer Sports Inc,Common Stock,34.5,$21.01B,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",NYSE
VIK,Viking Holdings Ltd,Common Stock,99.27,$43.23B,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",NYSE
NAVN,Navan Inc,Common Stock,26.62,$7.05B,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",NASDAQ
