Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry,Exchange
FER,Ferrovial NV,Common Stock,63.55,$46.29B,Industrials,Construction & Engineering,Construction & Engineering,NASDAQ
BWXT,BWX Technologies Inc,Common Stock,173.09,$15.53B,Industrials,Aerospace & Defense,Aerospace & Defense,NYSE
BAH,Booz Allen Hamilton Holding Corporation,Common Stock,63.85,$7.74B,Industrials,Professional Services,Research & Consulting Services,NYSE
HII,Huntington Ingalls Industries Inc,Common Stock,268.76,$10.64B,Industrials,Aerospace & Defense,Aerospace & Defense,NYSE
FBIN,Fortune Brands Innovations Inc,Common Stock,49.58,$5.99B,Industrials,Building Products,Building Products,NYSE
XYL,Xylem Inc,Common Stock,117,$28.67B,Industrials,Machinery,Industrial Machinery & Supplies & Components,NYSE
ALSN,Allison Transmission Holdings Inc,Common Stock,116.21,$9.43B,Industrials,Machinery,Construction Machinery & Heavy Transportation Equipment,NYSE
ZWS,Zurn Elkay Water Solutions Corp,Common Stock,47.27,$7.98B,Industrials,Building Products,Building Products,NYSE
CNH,CNH Industrial N V,Common Stock,10.35,$12.81B,Industrials,Machinery,Agricultural & Farm Machinery,NYSE
ALLE,Allegion PLC,Common Stock,137.3,$11.87B,Industrials,Building Products,Building Products,NYSE
AAL,American Airlines Group Inc,Common Stock,15.28,$10.01B,Industrials,Passenger Airlines,Passenger Airlines,NASDAQ
PCTY,Paylocity Holding Corp,Common Stock,123.88,$6.82B,Industrials,Professional Services,Human Resource & Employment Services,NASDAQ
PAYC,Paycom Software Inc,Common Stock,144.22,$6.98B,Industrials,Professional Services,Human Resource & Employment Services,NYSE
WMS,Advanced Drainage Systems Inc,Common Stock,138.85,$10.96B,Industrials,Building Products,Building Products,NYSE
FTAI,FTAI Aviation Ltd,Common Stock,210.25,$20.49B,Industrials,Aerospace & Defense,Aerospace & Defense,NASDAQ
TRU,TransUnion,Common Stock,76.03,$15.23B,Industrials,Professional Services,Research & Consulting Services,NYSE
FTV,Fortive Corp,Common Stock,60.67,$18.59B,Industrials,Machinery,Industrial Machinery & Supplies & Components,NYSE
ZTO,ZTO Express (Cayman) Inc,Depository Receipt,24,$18.59B,Industrials,Air Freight & Logistics,Air Freight & Logistics,NYSE
SNDR,Schneider National Inc,Common Stock,38.38,$6.56B,Industrials,Ground Transportation,Cargo Ground Transportation,NYSE
IR,Ingersoll Rand Inc,Common Stock,80.9,$31.38B,Industrials,Machinery,Industrial Machinery & Supplies & Components,NYSE
GTES,Gates Industrial Corporation plc,Common Stock,27.05,$6.53B,Industrials,Machinery,Industrial Machinery & Supplies & Components,NYSE
NVT,nVent Electric plc,Common Stock,160.68,$25.03B,Industrials,Electrical Equipment,Electrical Components & Equipment,NYSE
ROAD,Construction Partners inc,Common Stock,103.21,$5.79B,Industrials,Construction & Engineering,Construction & Engineering,NASDAQ
BE,Bloom Energy Corp,Common Stock,226.26,$56.05B,Industrials,Electrical Equipment,Heavy Electrical Equipment,NYSE
VRT,Vertiv Holdings Co,Common Stock,304.5,$112.03B,Industrials,Electrical Equipment,Electrical Components & Equipment,NYSE
REZI,Resideo Technologies Inc,Common Stock,34.63,$5.38B,Industrials,Building Products,Building Products,NYSE
ACA,Arcosa Inc,Common Stock,144.65,$7.09B,Industrials,Construction & Engineering,Construction & Engineering,NYSE
LYFT,Lyft Inc,Common Stock,15.19,$5.86B,Industrials,Ground Transportation,Passenger Ground Transportation,NASDAQ
UBER,Uber Technologies Inc,Common Stock,71.55,$146.91B,Industrials,Ground Transportation,Passenger Ground Transportation,NYSE
PSN,Parsons Corp,Common Stock,55.18,$5.94B,Industrials,Professional Services,Research & Consulting Services,NYSE
GFL,GFL Environmental Inc,Common Stock,38.35,$14.13B,Industrials,Commercial Services & Supplies,Environmental & Facilities Services,NYSE
OTIS,Otis Worldwide Corp,Common Stock,71.95,$28.20B,Industrials,Machinery,Industrial Machinery & Supplies & Components,NYSE
CARR,Carrier Global Corp,Common Stock,66.69,$55.63B,Industrials,Building Products,Building Products,NYSE
APG,APi Group Corp,Common Stock,39.09,$17.06B,Industrials,Construction & Engineering,Construction & Engineering,NYSE
JOBY,Joby Aviation Inc,Common Stock,7.66,$7.35B,Industrials,Passenger Airlines,Passenger Airlines,NYSE
RKLB,Rocket Lab Corp,Common Stock,69.12,$39.32B,Industrials,Aerospace & Defense,Aerospace & Defense,NASDAQ
SYM,Symbotic Inc,Common Stock,42.86,$24.61B,Industrials,Machinery,Industrial Machinery & Supplies & Components,NASDAQ
PL,Planet Labs PBC,Common Stock,23.1,$7.89B,Industrials,Professional Services,Research & Consulting Services,NYSE
BZ,Kanzhun Limited,Depository Receipt,15.78,$7.38B,Industrials,Professional Services,Human Resource & Employment Services,NASDAQ
YMM,Full Truck Alliance Co Ltd,Depository Receipt,9.05,$9.60B,Industrials,Ground Transportation,Cargo Ground Transportation,NYSE
XMTR,Xometry Inc,Common Stock,104.85,$5.50B,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,NASDAQ
